slug,title,asset_count,evidence_terms,representative_assets,reason_not_promoted,owner_decision,owner_notes
party-holiday,Party Holiday Coloring Pages,6,party holiday,holiday__holiday-birthday-dinosaur-birthday-party__b28ce22af6; holiday__holiday-birthday-mermaid-birthday-party__48db16584a; holiday__holiday-birthday-pirate-birthday-party__d475606882; holiday__holiday-birthday-princess-birthday-party__e90de00d84; holiday__holiday-birthday-superhero-birthday-party__f895bca201; holiday__holiday-birthday-unicorn-birthday-party__508e70c49e,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
party-holiday-birthday,Party Holiday Birthday Coloring Pages,6,party holiday birthday,holiday__holiday-birthday-dinosaur-birthday-party__b28ce22af6; holiday__holiday-birthday-mermaid-birthday-party__48db16584a; holiday__holiday-birthday-pirate-birthday-party__d475606882; holiday__holiday-birthday-princess-birthday-party__e90de00d84; holiday__holiday-birthday-superhero-birthday-party__f895bca201; holiday__holiday-birthday-unicorn-birthday-party__508e70c49e,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
passenger-train,Passenger Train Coloring Pages,6,passenger train,mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-double-decker-passenger-tra__f736317bf4; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-double-decker-passenger-tra__e2db070bec; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-intercity-passenger-train-c__2b48d7893e; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-long-distance-passenger-tra__a608d5a96b; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-passenger-train-arriving-at__37d1d6ceea; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-passenger-train-departing-t__44b33aa65b,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
patch,Patch Coloring Pages,6,patch,chibi__chibi-holiday-halloween-happy-pumpkin-patch-scene-coloring-page__fa503c2b9a; chibi__chibi-holiday-halloween-pumpkin-patch-with-cornstalks-and-scarecrow-colo__d7adf41e8e; chibi__chibi-holiday-halloween-pumpkin-patch-with-crows-flying-over-coloring-pa__91ce03c1b2; chibi__chibi-holiday-halloween-pumpkin-patch-with-family-picking-pumpkins-color__01c2f0ce30; holiday__holiday-halloween-happy-pumpkin-patch-scene-coloring-page__ab99e07ffc; holiday__holiday-halloween-pumpkin-patch-with-family-picking-pumpkins-coloring-pa__236c4af6d3,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
path,Path Coloring Pages,6,path,chibi__chibi-holiday-halloween-haunted-mansion-with-lantern-lit-path-coloring-p__e05357e953; chibi__chibi-holiday-halloween-spooky-forest-path-with-glowing-eyes-coloring-pa__5063003da3; fantasy__fantasy-fawn-forest-path__45d00b8620; holiday__holiday-halloween-haunted-mansion-with-lantern-lit-path-coloring-page__d207ad5dad; holiday__holiday-halloween-spooky-forest-path-with-glowing-eyes-coloring-page__16de6b4b56; mandala-geometry-patterns__mandala-geometry-patterns-japan-kyoto-bamboo-grove-path__5f81cfd846,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
pegasus-holiday,Pegasus Holiday Coloring Pages,6,pegasus holiday,holiday__holiday-birthday-celebration-pegasus__1429ef12f7; holiday__holiday-birthday-celebration-plushie-pegasus-family__08a8875623; holiday__holiday-birthday-pegasus__980420331e; holiday__holiday-christmas-plushie-pegasus__5084a3f719; holiday__holiday-christmas-plushie-pegasus-family__55bb6aa86a; holiday__holiday-halloween-costume-plushie-pegasus-family__45802532a8,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plane-lockheed,Plane Lockheed Coloring Pages,6,plane lockheed,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-c-130-hercules__20d3724ef4; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-constellation__0c4c30e57b; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-l-1011-tristar__3b5b75dfd0; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-martin-f-22-raptor__f9e439a4b7; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-martin-f-22-raptor-fl__0676466f36; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-lockheed-martin-f-35-lightning__d9d3965f54,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-baby-kangaroo,Plushie Baby Kangaroo Coloring Pages,6,plushie baby kangaroo,chibi__chibi-plushie-baby-kangaroo-joey__74e2f66bcf; holiday__holiday-birthday-celebration-plushie-baby-kangaroo-joey-family__eec8a13ba3; holiday__holiday-christmas-plushie-baby-kangaroo-joey-family__2936137b39; holiday__holiday-halloween-costume-plushie-baby-kangaroo-joey-family__6f9b1745a9; mandala-geometry-patterns__mandala-geometry-patterns-plushie-baby-kangaroo-joey__b4f0b6f270; plushie__plushie-baby-kangaroo-family__6e06d034c4,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-bighorn,Plushie Bighorn Coloring Pages,6,plushie bighorn,chibi__chibi-plushie-bighorn-sheep__aad072c5db; holiday__holiday-birthday-celebration-plushie-bighorn-sheep-family__6191afa76c; holiday__holiday-christmas-plushie-bighorn-sheep-family__b2777a80b3; holiday__holiday-halloween-costume-plushie-bighorn-sheep-family__e29f9afc07; plushie__plushie-bighorn-sheep__f5fdfd4d72; plushie__plushie-bighorn-sheep-family__c418fdb20f,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-bighorn-sheep,Plushie Bighorn Sheep Coloring Pages,6,plushie bighorn sheep,chibi__chibi-plushie-bighorn-sheep__aad072c5db; holiday__holiday-birthday-celebration-plushie-bighorn-sheep-family__6191afa76c; holiday__holiday-christmas-plushie-bighorn-sheep-family__b2777a80b3; holiday__holiday-halloween-costume-plushie-bighorn-sheep-family__e29f9afc07; plushie__plushie-bighorn-sheep__f5fdfd4d72; plushie__plushie-bighorn-sheep-family__c418fdb20f,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-chick,Plushie Chick Coloring Pages,6,plushie chick,chibi__chibi-plushie-chick__c649e61ec6; holiday__holiday-birthday-celebration-plushie-chick-family__2d0bf63184; holiday__holiday-christmas-plushie-chick-family__6a96ca11b1; holiday__holiday-halloween-costume-plushie-chick-family__1ceefa9f5f; plushie__plushie-chick__c8defbfe1b; plushie__plushie-chick-family__04dfdbcb7a,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-cougar,Plushie Cougar Coloring Pages,6,plushie cougar,chibi__chibi-plushie-cougar__11aac42ddc; holiday__holiday-birthday-celebration-plushie-cougar-family__790d3ae5a3; holiday__holiday-christmas-plushie-cougar-family__cab2b65978; holiday__holiday-halloween-costume-plushie-cougar-family__1b2f0ed20a; plushie__plushie-cougar__7d81aefb4b; plushie__plushie-cougar-family__2e0a0ac2c1,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-heart,Plushie Heart Coloring Pages,6,plushie heart,chibi__chibi-plushie-heart-character__d50306f131; holiday__holiday-birthday-celebration-plushie-heart-character-family__66b0634b05; holiday__holiday-christmas-plushie-heart-character-family__3e9710595e; holiday__holiday-halloween-costume-plushie-heart-character-family__9e562826e6; plushie__plushie-heart-character__6ce188e44d; plushie__plushie-heart-character-family__7ca36df76e,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-heart-character,Plushie Heart Character Coloring Pages,6,plushie heart character,chibi__chibi-plushie-heart-character__d50306f131; holiday__holiday-birthday-celebration-plushie-heart-character-family__66b0634b05; holiday__holiday-christmas-plushie-heart-character-family__3e9710595e; holiday__holiday-halloween-costume-plushie-heart-character-family__9e562826e6; plushie__plushie-heart-character__6ce188e44d; plushie__plushie-heart-character-family__7ca36df76e,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-koala-joey,Plushie Koala Joey Coloring Pages,6,plushie koala joey,chibi__chibi-plushie-koala-joey__35e84d9388; holiday__holiday-birthday-celebration-plushie-koala-joey-family__7f7ed04bdc; holiday__holiday-christmas-plushie-koala-joey-family__476a94dedf; holiday__holiday-halloween-costume-plushie-koala-joey-family__5476982179; mandala-geometry-patterns__mandala-geometry-patterns-plushie-koala-joey__5ad3f80737; plushie__plushie-koala-joey__0444a38632,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-manta-ray,Plushie Manta Ray Coloring Pages,6,plushie manta ray,holiday__holiday-birthday-celebration-plushie-manta-ray-family__1b9a11059f; holiday__holiday-christmas-plushie-manta-ray-family__be7ffde4df; holiday__holiday-halloween-costume-plushie-manta-ray-family__5ed3a33eea; mandala-geometry-patterns__mandala-geometry-patterns-plushie-manta-ray__23cac3660d; plushie__plushie-manta-ray__898cbf111d; plushie__plushie-manta-ray-family__786221ce68,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-mountain,Plushie Mountain Coloring Pages,6,plushie mountain,chibi__chibi-plushie-mountain-goat__9ae1bb4cae; holiday__holiday-birthday-celebration-plushie-mountain-goat-family__71701f7384; holiday__holiday-christmas-plushie-mountain-goat-family__dac686aec7; holiday__holiday-halloween-costume-plushie-mountain-goat-family__3bb1257a79; plushie__plushie-mountain-goat__8d99449403; plushie__plushie-mountain-goat-family__b8aebe54a6,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-mountain-goat,Plushie Mountain Goat Coloring Pages,6,plushie mountain goat,chibi__chibi-plushie-mountain-goat__9ae1bb4cae; holiday__holiday-birthday-celebration-plushie-mountain-goat-family__71701f7384; holiday__holiday-christmas-plushie-mountain-goat-family__dac686aec7; holiday__holiday-halloween-costume-plushie-mountain-goat-family__3bb1257a79; plushie__plushie-mountain-goat__8d99449403; plushie__plushie-mountain-goat-family__b8aebe54a6,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-mushroom,Plushie Mushroom Coloring Pages,6,plushie mushroom,chibi__chibi-plushie-mushroom-character__a45701e795; holiday__holiday-birthday-celebration-plushie-mushroom-family__65c1f09743; holiday__holiday-christmas-plushie-mushroom-family__e01b31fb95; holiday__holiday-halloween-costume-plushie-mushroom-family__5afd7eef8e; plushie__plushie-mushroom-character__fb8b6be143; plushie__plushie-mushroom-family__9128023705,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-tortoise,Plushie Tortoise Coloring Pages,6,plushie tortoise,holiday__holiday-birthday-celebration-plushie-tortoise-family__48617cc09f; holiday__holiday-christmas-plushie-tortoise-family__5a1ad1e8fe; holiday__holiday-halloween-costume-plushie-tortoise-family__a926470230; mandala-geometry-patterns__mandala-geometry-patterns-plushie-tortoise__1b82771ccb; plushie__plushie-tortoise__3b16b42013; plushie__plushie-tortoise-family__a1cd5f2358,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
plushie-unicorn-holiday,Plushie Unicorn Holiday Coloring Pages,6,plushie unicorn holiday,holiday__holiday-birthday-celebration-plushie-unicorn-family__c06ba90537; holiday__holiday-birthday-plushie-unicorn-family__660a1ea2cc; holiday__holiday-christmas-plushie-unicorn__765058b747; holiday__holiday-christmas-plushie-unicorn-family__5e6cd88bbd; holiday__holiday-halloween-costume-plushie-unicorn-family__30ee11dcbf; holiday__holiday-halloween-plushie-unicorn-family__9711dca993,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
poison,Poison Coloring Pages,6,poison,anime-girls__anime-girl-summoning-jutsu-toxic-poison-dragon__5cc6d34d9e; anime-girls__anime-girl-summoning-jutsu-toxic-poison-dragon-plushies__a3c090ac25; chibi__chibi-poison-dragon__2b248137d4; chibi__chibi-poison-salamander-dragon__76507f7ec2; fantasy__fantasy-poison-assassin__75c1af43b1; fantasy__fantasy-rogue-rune-poison__997593dc4f,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
pumpkin-chibi-holiday,Pumpkin Chibi Holiday Coloring Pages,6,pumpkin chibi holiday,chibi__chibi-holiday-halloween-black-cat-peeking-out-of-pumpkin-coloring-page__c47ea723e5; chibi__chibi-holiday-halloween-ghost-peeking-from-pumpkin-coloring-page__55ab382228; chibi__chibi-holiday-halloween-halloween-market-stall-with-pumpkins-coloring-pa__31885be148; chibi__chibi-holiday-halloween-jack-o-lantern-stack-of-three-pumpkins-coloring-__a26d735941; chibi__chibi-holiday-halloween-pumpkin-patch-with-family-picking-pumpkins-color__01c2f0ce30; chibi__chibi-holiday-halloween-trick-or-treat-doorstep-with-carved-pumpkins-col__764a39620c,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
pumpkin-patch,Pumpkin Patch Coloring Pages,6,pumpkin patch,chibi__chibi-holiday-halloween-happy-pumpkin-patch-scene-coloring-page__fa503c2b9a; chibi__chibi-holiday-halloween-pumpkin-patch-with-cornstalks-and-scarecrow-colo__d7adf41e8e; chibi__chibi-holiday-halloween-pumpkin-patch-with-crows-flying-over-coloring-pa__91ce03c1b2; chibi__chibi-holiday-halloween-pumpkin-patch-with-family-picking-pumpkins-color__01c2f0ce30; holiday__holiday-halloween-happy-pumpkin-patch-scene-coloring-page__ab99e07ffc; holiday__holiday-halloween-pumpkin-patch-with-family-picking-pumpkins-coloring-pa__236c4af6d3,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
rail,Rail Coloring Pages,6,rail,birds__birds-rail__dcab3131fe; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-electric-light-rail-train-o__deb046a5d2; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-electric-locomotive-on-rail__56700cbf81; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-rail-yard-with-multiple-tra__0e83827f3b; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-small-shunting-engine-in-ra__9d08dccb65; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-tram-streetcar-on-city-rail__5683e60bd9,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
reef-sea,Reef Sea Coloring Pages,6,reef sea,sea-life__sea-life-angelfish-swimming-in-reef__95e70aed68; sea-life__sea-life-butterflyfish-pair-in-reef__81d7feea1f; sea-life__sea-life-octopus-hiding-in-coral-reef__f41f6b78fb; sea-life__sea-life-pipefish-slender-in-reef__559d0456c1; sea-life__sea-life-sea-turtle-green-turtle-in-reef__33b2bd8d1e; sea-life__sea-life-tiger-shark-swimming-near-reef__e26e0df69f,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
rider,Rider Coloring Pages,6,rider,chibi__chibi-dragon-rider-knight__9863da6096; fantasy__fantasy-creatures-dragon-rider-knight__95919bf6e7; fantasy__fantasy-elf-forest-rider__8771d25b0f; fantasy__fantasy-storm-rider__02fde697bd; fantasy__fantasy-storm-rider-unicorn__6d1714ca57; midieval__midieval-fantasy-dragon-rider__350d21ceff,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
saint,Saint Coloring Pages,6,saint,chibi__chibi-animals-pets-dogs-saint-bernard__5f57cee85c; dogs__dogs-saint-bernard__8bdce2f945; holiday__holiday-christmas-dogs-saint-bernard__5d79767bb9; mandala-geometry-patterns__mandala-geometry-patterns-dogs-saint-bernard__14c94d016a; world-landmarks__world-landmarks-mont-saint-michel__785103f07e; world-landmarks__world-landmarks-saint-basils-cathedral__83399c0d57,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
satyr,Satyr Coloring Pages,6,satyr,fantasy__fantasy-creatures-satyr-flute__e84ac84fc8; fantasy__fantasy-satyr-dance__aad34fe46d; fantasy__fantasy-satyr-dancing__e3e530f939; midieval__midieval-fantasy-satyr-pan__e997aa48ce; mythology__mythology-satyr__cbc760d45b; mythology__mythology-satyr-panmarch__9ebb66d41b,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
shelf,Shelf Coloring Pages,6,shelf,chibi__chibi-mushroom-sulphur-shelf__9d6165645c; gardening__gardening-mushroom-oyster-shelf-bracket__efc9f2dc9b; gardening__gardening-mushroom-sulphur-shelf__561452c287; mandala-geometry-patterns__mandala-geometry-patterns-bakery-shelf-full-of-bread__4a772213da; mandala-geometry-patterns__mandala-geometry-patterns-mushroom-oyster-shelf-bracket__7e485ffde4; mandala-geometry-patterns__mandala-geometry-patterns-mushroom-sulphur-shelf__ccaae8699d,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
sided-dice-plushies,Sided Dice Plushies Coloring Pages,6,sided dice plushies,anime-girls__anime-girl-summoning-jutsu-eight-sided-dice-plushies__a8a4c1cb0f; anime-girls__anime-girl-summoning-jutsu-four-sided-dice-plushies__42d8960801; anime-girls__anime-girl-summoning-jutsu-six-sided-dice-plushies__5d7de27a02; anime-girls__anime-girl-summoning-jutsu-ten-sided-dice-plushies__60e8e28145; anime-girls__anime-girl-summoning-jutsu-twelve-sided-dice-plushies__d2e311ea3a; anime-girls__anime-girl-summoning-jutsu-twenty-sided-dice-plushies__a0670a7952,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
slice,Slice Coloring Pages,6,slice,chibi__chibi-plushie-pizza-slice__77487adbb6; mandala-geometry-patterns__mandala-geometry-patterns-bakery-carrot-cake-slice__77618ace7c; mandala-geometry-patterns__mandala-geometry-patterns-bakery-marble-cake-slice__8746b2b623; mandala-geometry-patterns__mandala-geometry-patterns-bakery-slice-of-cake__54241513cf; mandala-geometry-patterns__mandala-geometry-patterns-bakery-slice-of-cheesecake__4b09b2b768; mandala-geometry-patterns__mandala-geometry-patterns-plushie-pizza-slice-character__6de86b538e,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
spider-insects,Spider Insects Coloring Pages,6,spider insects,insects__insects-black-widow-spider__5883cdcf25; insects__insects-garden-spider__7467004413; insects__insects-jumping-spider__8311a1acd8; insects__insects-spider__9e523d233a; insects__insects-werewolf-spider__8044eee025; insects__insects-wolf-spider__750eeb8131,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
staffordshire,Staffordshire Coloring Pages,6,staffordshire,chibi__chibi-animals-pets-dogs-american-staffordshire-terrier__0d5f95f4f2; chibi__chibi-animals-pets-dogs-staffordshire-bull-terrier__7b8d7a0b1f; dogs__dogs-american-staffordshire-terrier__f16997ca25; dogs__dogs-staffordshire-bull-terrier__2e64ac1b6d; mandala-geometry-patterns__mandala-geometry-patterns-dogs-american-staffordshire-terrier__47d855be25; mandala-geometry-patterns__mandala-geometry-patterns-dogs-staffordshire-bull-terrier__c3e8a444ce,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
stag,Stag Coloring Pages,6,stag,fantasy__fantasy-clockwork-stag__d07ce99cc8; fantasy__fantasy-holy-stag__3606292d17; fantasy__fantasy-stag-forest-guardian__f255e91906; insects__insects-stag-beetle__e5fc1502ef; insects__insects-stag-beetle-fighting-on-branch__5496ab6c14; mandala-geometry-patterns__mandala-geometry-patterns-insects-stag-beetle__3f9df87af0,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
station,Station Coloring Pages,6,station,mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-classic-steam-train-at-smal__937925e879; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-commuter-train-in-city-stat__3accc1151e; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-high-speed-bullet-train-at-__ab0e0253c0; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-old-fashioned-ticket-booth-__915925b6be; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-passenger-train-arriving-at__37d1d6ceea; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-at-old-town-sta__0e1a4d8bf2,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
street,Street Coloring Pages,6,street,homes__homes-neighborhood-street-with-bicycles__3c1e602b6b; mandala-geometry-patterns__mandala-geometry-patterns-japan-japanese-lantern-street__ea06d63ace; mandala-geometry-patterns__mandala-geometry-patterns-japan-japanese-street-food-stall__5486863c0a; mandala-geometry-patterns__mandala-geometry-patterns-japan-japanese-street-market__01277c9ff1; mandala-geometry-patterns__mandala-geometry-patterns-japan-kawagoe-old-town-street__c165045480; mandala-geometry-patterns__mandala-geometry-patterns-japan-kyoto-street-scene__784f8a2b4b,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
strike,Strike Coloring Pages,6,strike,anime-girls__anime-girl-summoning-jutsu-meteor-strike__d0ed1b3f4d; anime-girls__anime-girl-summoning-jutsu-meteor-strike-plushies__707fb2ed13; fantasy__fantasy-berserker-thunder-strike__6d4d540e65; fantasy__fantasy-monk-wind-strike__d7bdfd6309; fantasy__fantasy-rogue-dagger-strike__821dabbf3e; fantasy__fantasy-thief-dagger-strike__35584127ad,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
swamp,Swamp Coloring Pages,6,swamp,anime-girls__anime-girl-summoning-jutsu-swamp-dragon-plushies__2d5ed605c2; chibi__chibi-holiday-halloween-foggy-swamp-with-creepy-trees-coloring-page__2dd26b010c; chibi__chibi-holiday-halloween-haunted-house-on-stilts-in-swamp-coloring-page__362fdd250c; fantasy__fantasy-hydra-swamp__a39ebed4fd; fantasy__fantasy-three-headed-hydra-swamp__1f5cfb6917; reptiles__reptiles-american-crocodile-in-swamp__d3d60c2b08,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
tea,Tea Coloring Pages,6,tea,chibi__chibi-plushie-bubble-tea-character__eeb735f63b; mandala-geometry-patterns__mandala-geometry-patterns-japan-japanese-ceramic-tea-cups__75cb3ca880; mandala-geometry-patterns__mandala-geometry-patterns-japan-japanese-tea-ceremony__068bc197d9; mandala-geometry-patterns__mandala-geometry-patterns-plushie-bubble-tea-character__85c7e318c1; mandala-geometry-patterns__mandala-geometry-patterns-sushi-cup-of-green-tea__da9a87fa49; mandala-geometry-patterns__mandala-geometry-patterns-sushi-japanese-tea-cup__a79fc4d9c1,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
tesla,Tesla Coloring Pages,6,tesla,mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-tesla__aaa925357c; mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-tesla-model-s__d5ac80ecac; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-tesla-model-3__f789385ff7; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-tesla-model-x__755c819002; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-tesla-model-y__45d2095f0d; mandala-geometry-patterns__mandala-geometry-patterns-vehicle-cars-tesla-roadster-2025__bc2e3030a8,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
throne,Throne Coloring Pages,6,throne,chibi__chibi-dungeon-haunted-throne-room__a6b9928656; chibi__chibi-dungeon-obsidian-throne__b1ede3bcf6; fantasy__fantasy-mermaid-coral-throne__f732e4901b; fantasy__fantasy-mermaid-princess-coral-throne__9da6f15653; fantasy__fantasy-ruins-dragon-throne__b293c83a41; midieval__midieval-fantasy-royal-throne__33e95d36ac,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
town,Town Coloring Pages,6,town,chibi__chibi-holiday-halloween-skeleton-riding-bicycle-through-town-coloring-pa__d08afbfad3; christmas__holiday-christmas-christmas-tree-lit-up-in-town-square-coloring-page__e11c99e6fb; christmas__holiday-christmas-santa-claus-riding-sleigh-over-moonlit-town-coloring-p__ebac4be947; mandala-geometry-patterns__mandala-geometry-patterns-japan-kawagoe-old-town-street__c165045480; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-classic-steam-train-at-smal__937925e879; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-at-old-town-sta__0e1a4d8bf2,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
tra,Tra Coloring Pages,6,tra,mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-australian-outback-ghan-tra__f2c3f525d7; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-double-decker-passenger-tra__f736317bf4; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-double-decker-passenger-tra__e2db070bec; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-indian-palace-on-wheels-tra__fa10f9553b; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-long-distance-passenger-tra__a608d5a96b; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-rail-yard-with-multiple-tra__0e83827f3b,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
troll,Troll Coloring Pages,6,troll,chibi__chibi-dungeon-troll-guard__863bb50ba6; chibi__chibi-midieval-fantasy-troll__e8f19faa96; fantasy__fantasy-creatures-troll__5ef4f22e78; fantasy__fantasy-creatures-troll-bridge__bcdeff6f1e; fantasy__fantasy-troll-bridge__e39a6b7e65; midieval__midieval-fantasy-troll__d8f8130199,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
view,View Coloring Pages,6,view,homes__homes-apartment-building-front-view__f69cf800b3; homes__homes-victorian-house-front-view__681569f1dd; mandala-geometry-patterns__mandala-geometry-patterns-sushi-japanese-bridge-restaurant-view__352733f972; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-classic-steam-engine-front-__cce8c2a3b7; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-classic-steam-engine-side-v__45c322a426; mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-modern-diesel-locomotive-si__4accd7bb57,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
alocasia,Alocasia Coloring Pages,5,alocasia,indoor-plants__indoor-plants-alocasia-dragon-scale__03c81c011c; indoor-plants__indoor-plants-alocasia-polly-african-mask__b2541755af; indoor-plants__indoor-plants-alocasia-polly-african-mask-potted-plant__284aa2672b; indoor-plants__indoor-plants-alocasia-silver-dragon__e1f81c706b; indoor-plants__indoor-plants-alocasia-zebrina__279f33434e,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
annes,Annes Coloring Pages,5,annes,chibi__chibi-flowers-queen-annes-lace__5d746f9947; chibi__chibi-flowers-queen-annes-lace-kawaii__a224f28c8e; flowers__flowers-queen-annes-lace__fd2a150c58; mandala-geometry-patterns__mandala-geometry-patterns-flowers-queen-annes-lace__7e18e5b60f; mandala-geometry-patterns__mandala-geometry-patterns-flowers-queen-annes-lace-garden__6a4e6f6121,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
annes-lace,Annes Lace Coloring Pages,5,annes lace,chibi__chibi-flowers-queen-annes-lace__5d746f9947; chibi__chibi-flowers-queen-annes-lace-kawaii__a224f28c8e; flowers__flowers-queen-annes-lace__fd2a150c58; mandala-geometry-patterns__mandala-geometry-patterns-flowers-queen-annes-lace__7e18e5b60f; mandala-geometry-patterns__mandala-geometry-patterns-flowers-queen-annes-lace-garden__6a4e6f6121,Held back because the phrase came only from generic n-gram mining rather than a clear subject extractor.,,
anthurium,Anthurium Coloring Pages,5,anthurium,flowers__flowers-anthurium__f11b179d14; indoor-plants__indoor-plants-anthurium-clarinervium__c714fd8470; indoor-plants__indoor-plants-anthurium-crystallinum__2cd23e7c1d; indoor-plants__indoor-plants-anthurium-pink__12e957333c; indoor-plants__indoor-plants-anthurium-red-flamingo-flower__e19c63b0b0,Evidence is below the minimum promotion threshold.,,
